species	common_name	taxon_id	assembly_accession	assembly_name	assembly_level	source	source_release	genome_url	annotation_url	annotation_format	gff3_url	gtf_url	genome_size_bytes	annotation_size_bytes	gff3_size_bytes	gtf_size_bytes	md5_url	selection_reason	cultivar	bioproject	phytozome_note	status	skip_reason
Cucumis melo	melon	217619	GCA_030578075.1	P84_V1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/075/GCA_030578075.1_P84_V1/GCA_030578075.1_P84_V1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/075/GCA_030578075.1_P84_V1/GCA_030578075.1_P84_V1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/075/GCA_030578075.1_P84_V1/GCA_030578075.1_P84_V1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/075/GCA_030578075.1_P84_V1/GCA_030578075.1_P84_V1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/075/GCA_030578075.1_P84_V1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	P84	PRJNA831596	Phytozome 暂不下载，仅后续记录可用性	planned	
Cucumis melo	melon	217619	GCA_048544235.1	ASM4854423v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/544/235/GCA_048544235.1_ASM4854423v1/GCA_048544235.1_ASM4854423v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/544/235/GCA_048544235.1_ASM4854423v1/GCA_048544235.1_ASM4854423v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/544/235/GCA_048544235.1_ASM4854423v1/GCA_048544235.1_ASM4854423v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/544/235/GCA_048544235.1_ASM4854423v1/GCA_048544235.1_ASM4854423v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/544/235/GCA_048544235.1_ASM4854423v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	MP; MP-35	PRJNA1224595	Phytozome 暂不下载，仅后续记录可用性	planned	
Cucumis melo	melon	357961	GCA_009760825.1	ASM976082v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/825/GCA_009760825.1_ASM976082v1/GCA_009760825.1_ASM976082v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/825/GCA_009760825.1_ASM976082v1/GCA_009760825.1_ASM976082v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/825/GCA_009760825.1_ASM976082v1/GCA_009760825.1_ASM976082v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/825/GCA_009760825.1_ASM976082v1/GCA_009760825.1_ASM976082v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/825/GCA_009760825.1_ASM976082v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Payzawat	PRJNA491307	Phytozome 暂不下载，仅后续记录可用性	planned	
Cucumis melo	melon	1194695	GCA_005549215.1	ASM554921v1	Scaffold	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/215/GCA_005549215.1_ASM554921v1/GCA_005549215.1_ASM554921v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/215/GCA_005549215.1_ASM554921v1/GCA_005549215.1_ASM554921v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/215/GCA_005549215.1_ASM554921v1/GCA_005549215.1_ASM554921v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/215/GCA_005549215.1_ASM554921v1/GCA_005549215.1_ASM554921v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/215/GCA_005549215.1_ASM554921v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	SW 3	PRJNA531748	Phytozome 暂不下载，仅后续记录可用性	planned	
Cucumis melo	melon	1194695	GCA_005549225.1	ASM554922v1	Scaffold	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/225/GCA_005549225.1_ASM554922v1/GCA_005549225.1_ASM554922v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/225/GCA_005549225.1_ASM554922v1/GCA_005549225.1_ASM554922v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/225/GCA_005549225.1_ASM554922v1/GCA_005549225.1_ASM554922v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/225/GCA_005549225.1_ASM554922v1/GCA_005549225.1_ASM554922v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/549/225/GCA_005549225.1_ASM554922v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Chang Bougi	PRJNA531576	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_000238415.2	Cla97_v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/415/GCA_000238415.2_Cla97_v1/GCA_000238415.2_Cla97_v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/415/GCA_000238415.2_Cla97_v1/GCA_000238415.2_Cla97_v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/415/GCA_000238415.2_Cla97_v1/GCA_000238415.2_Cla97_v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/415/GCA_000238415.2_Cla97_v1/GCA_000238415.2_Cla97_v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/415/GCA_000238415.2_Cla97_v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	97103	PRJNA72695	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_004801215.2	ASM480121v2	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/801/215/GCA_004801215.2_ASM480121v2/GCA_004801215.2_ASM480121v2_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/801/215/GCA_004801215.2_ASM480121v2/GCA_004801215.2_ASM480121v2_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/801/215/GCA_004801215.2_ASM480121v2/GCA_004801215.2_ASM480121v2_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/801/215/GCA_004801215.2_ASM480121v2/GCA_004801215.2_ASM480121v2_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/801/215/GCA_004801215.2_ASM480121v2/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Charleston Gray	PRJNA430899	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_029034555.1	KOR. cv.242-1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/555/GCA_029034555.1_KOR._cv.242-1/GCA_029034555.1_KOR._cv.242-1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/555/GCA_029034555.1_KOR._cv.242-1/GCA_029034555.1_KOR._cv.242-1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/555/GCA_029034555.1_KOR._cv.242-1/GCA_029034555.1_KOR._cv.242-1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/555/GCA_029034555.1_KOR._cv.242-1/GCA_029034555.1_KOR._cv.242-1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/555/GCA_029034555.1_KOR._cv.242-1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	242-1, /Wild type	PRJNA924512	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_029034585.1	KOR. cv.159-1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/585/GCA_029034585.1_KOR._cv.159-1/GCA_029034585.1_KOR._cv.159-1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/585/GCA_029034585.1_KOR._cv.159-1/GCA_029034585.1_KOR._cv.159-1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/585/GCA_029034585.1_KOR._cv.159-1/GCA_029034585.1_KOR._cv.159-1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/585/GCA_029034585.1_KOR._cv.159-1/GCA_029034585.1_KOR._cv.159-1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/034/585/GCA_029034585.1_KOR._cv.159-1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	159-1, /Wildtype	PRJNA924516	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039619345.1	Allsugar	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/619/345/GCA_039619345.1_Allsugar/GCA_039619345.1_Allsugar_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/619/345/GCA_039619345.1_Allsugar/GCA_039619345.1_Allsugar_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/619/345/GCA_039619345.1_Allsugar/GCA_039619345.1_Allsugar_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/619/345/GCA_039619345.1_Allsugar/GCA_039619345.1_Allsugar_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/619/345/GCA_039619345.1_Allsugar/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Allsugar	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039637515.1	ASM3963751v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/515/GCA_039637515.1_ASM3963751v1/GCA_039637515.1_ASM3963751v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/515/GCA_039637515.1_ASM3963751v1/GCA_039637515.1_ASM3963751v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/515/GCA_039637515.1_ASM3963751v1/GCA_039637515.1_ASM3963751v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/515/GCA_039637515.1_ASM3963751v1/GCA_039637515.1_ASM3963751v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/515/GCA_039637515.1_ASM3963751v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Calhoun Gray	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039637665.1	ASM3963766v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/665/GCA_039637665.1_ASM3963766v1/GCA_039637665.1_ASM3963766v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/665/GCA_039637665.1_ASM3963766v1/GCA_039637665.1_ASM3963766v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/665/GCA_039637665.1_ASM3963766v1/GCA_039637665.1_ASM3963766v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/665/GCA_039637665.1_ASM3963766v1/GCA_039637665.1_ASM3963766v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/665/GCA_039637665.1_ASM3963766v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Charleston Gray	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039637835.1	ASM3963783v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/835/GCA_039637835.1_ASM3963783v1/GCA_039637835.1_ASM3963783v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/835/GCA_039637835.1_ASM3963783v1/GCA_039637835.1_ASM3963783v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/835/GCA_039637835.1_ASM3963783v1/GCA_039637835.1_ASM3963783v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/835/GCA_039637835.1_ASM3963783v1/GCA_039637835.1_ASM3963783v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/835/GCA_039637835.1_ASM3963783v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PKR6	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039637945.1	ASM3963794v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/945/GCA_039637945.1_ASM3963794v1/GCA_039637945.1_ASM3963794v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/945/GCA_039637945.1_ASM3963794v1/GCA_039637945.1_ASM3963794v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/945/GCA_039637945.1_ASM3963794v1/GCA_039637945.1_ASM3963794v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/945/GCA_039637945.1_ASM3963794v1/GCA_039637945.1_ASM3963794v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/637/945/GCA_039637945.1_ASM3963794v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Sugarlee	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039638095.1	ASM3963809v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/095/GCA_039638095.1_ASM3963809v1/GCA_039638095.1_ASM3963809v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/095/GCA_039638095.1_ASM3963809v1/GCA_039638095.1_ASM3963809v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/095/GCA_039638095.1_ASM3963809v1/GCA_039638095.1_ASM3963809v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/095/GCA_039638095.1_ASM3963809v1/GCA_039638095.1_ASM3963809v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/095/GCA_039638095.1_ASM3963809v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	ShiHongNo2	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039638265.1	ASM3963826v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/265/GCA_039638265.1_ASM3963826v1/GCA_039638265.1_ASM3963826v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/265/GCA_039638265.1_ASM3963826v1/GCA_039638265.1_ASM3963826v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/265/GCA_039638265.1_ASM3963826v1/GCA_039638265.1_ASM3963826v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/265/GCA_039638265.1_ASM3963826v1/GCA_039638265.1_ASM3963826v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/265/GCA_039638265.1_ASM3963826v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	SanBaiGua	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039638695.1	ASM3963869v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/695/GCA_039638695.1_ASM3963869v1/GCA_039638695.1_ASM3963869v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/695/GCA_039638695.1_ASM3963869v1/GCA_039638695.1_ASM3963869v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/695/GCA_039638695.1_ASM3963869v1/GCA_039638695.1_ASM3963869v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/695/GCA_039638695.1_ASM3963869v1/GCA_039638695.1_ASM3963869v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/638/695/GCA_039638695.1_ASM3963869v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	DaBanHongZiGua	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039639425.1	ASM3963942v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/425/GCA_039639425.1_ASM3963942v1/GCA_039639425.1_ASM3963942v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/425/GCA_039639425.1_ASM3963942v1/GCA_039639425.1_ASM3963942v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/425/GCA_039639425.1_ASM3963942v1/GCA_039639425.1_ASM3963942v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/425/GCA_039639425.1_ASM3963942v1/GCA_039639425.1_ASM3963942v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/425/GCA_039639425.1_ASM3963942v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 288522	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039639715.1	ASM3963971v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/715/GCA_039639715.1_ASM3963971v1/GCA_039639715.1_ASM3963971v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/715/GCA_039639715.1_ASM3963971v1/GCA_039639715.1_ASM3963971v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/715/GCA_039639715.1_ASM3963971v1/GCA_039639715.1_ASM3963971v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/715/GCA_039639715.1_ASM3963971v1/GCA_039639715.1_ASM3963971v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/715/GCA_039639715.1_ASM3963971v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 254622	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039639725.1	ASM3963972v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/725/GCA_039639725.1_ASM3963972v1/GCA_039639725.1_ASM3963972v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/725/GCA_039639725.1_ASM3963972v1/GCA_039639725.1_ASM3963972v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/725/GCA_039639725.1_ASM3963972v1/GCA_039639725.1_ASM3963972v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/725/GCA_039639725.1_ASM3963972v1/GCA_039639725.1_ASM3963972v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/639/725/GCA_039639725.1_ASM3963972v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 381740	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_039645055.1	ASM3964505v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/645/055/GCA_039645055.1_ASM3964505v1/GCA_039645055.1_ASM3964505v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/645/055/GCA_039645055.1_ASM3964505v1/GCA_039645055.1_ASM3964505v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/645/055/GCA_039645055.1_ASM3964505v1/GCA_039645055.1_ASM3964505v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/645/055/GCA_039645055.1_ASM3964505v1/GCA_039645055.1_ASM3964505v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/645/055/GCA_039645055.1_ASM3964505v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	HeiShanRen	PRJNA1031825	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825235.1	ASM5482523v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/235/GCA_054825235.1_ASM5482523v1/GCA_054825235.1_ASM5482523v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/235/GCA_054825235.1_ASM5482523v1/GCA_054825235.1_ASM5482523v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/235/GCA_054825235.1_ASM5482523v1/GCA_054825235.1_ASM5482523v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/235/GCA_054825235.1_ASM5482523v1/GCA_054825235.1_ASM5482523v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/235/GCA_054825235.1_ASM5482523v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	DaBanHongZiGua	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825255.1	ASM5482525v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/255/GCA_054825255.1_ASM5482525v1/GCA_054825255.1_ASM5482525v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/255/GCA_054825255.1_ASM5482525v1/GCA_054825255.1_ASM5482525v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/255/GCA_054825255.1_ASM5482525v1/GCA_054825255.1_ASM5482525v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/255/GCA_054825255.1_ASM5482525v1/GCA_054825255.1_ASM5482525v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/255/GCA_054825255.1_ASM5482525v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	ZZJM	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825265.1	ASM5482526v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/265/GCA_054825265.1_ASM5482526v1/GCA_054825265.1_ASM5482526v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/265/GCA_054825265.1_ASM5482526v1/GCA_054825265.1_ASM5482526v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/265/GCA_054825265.1_ASM5482526v1/GCA_054825265.1_ASM5482526v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/265/GCA_054825265.1_ASM5482526v1/GCA_054825265.1_ASM5482526v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/265/GCA_054825265.1_ASM5482526v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	TWFYingRou	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825395.1	ASM5482539v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/395/GCA_054825395.1_ASM5482539v1/GCA_054825395.1_ASM5482539v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/395/GCA_054825395.1_ASM5482539v1/GCA_054825395.1_ASM5482539v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/395/GCA_054825395.1_ASM5482539v1/GCA_054825395.1_ASM5482539v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/395/GCA_054825395.1_ASM5482539v1/GCA_054825395.1_ASM5482539v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/395/GCA_054825395.1_ASM5482539v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	JinMiTongF	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
