species	common_name	taxon_id	assembly_accession	assembly_name	assembly_level	source	source_release	genome_url	annotation_url	annotation_format	gff3_url	gtf_url	genome_size_bytes	annotation_size_bytes	gff3_size_bytes	gtf_size_bytes	md5_url	selection_reason	cultivar	bioproject	phytozome_note	status	skip_reason
Citrullus lanatus	watermelon	3654	GCA_054825405.1	ASM5482540v1	Complete Genome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/405/GCA_054825405.1_ASM5482540v1/GCA_054825405.1_ASM5482540v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/405/GCA_054825405.1_ASM5482540v1/GCA_054825405.1_ASM5482540v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/405/GCA_054825405.1_ASM5482540v1/GCA_054825405.1_ASM5482540v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/405/GCA_054825405.1_ASM5482540v1/GCA_054825405.1_ASM5482540v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/405/GCA_054825405.1_ASM5482540v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	97103	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825435.1	ASM5482543v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/435/GCA_054825435.1_ASM5482543v1/GCA_054825435.1_ASM5482543v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/435/GCA_054825435.1_ASM5482543v1/GCA_054825435.1_ASM5482543v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/435/GCA_054825435.1_ASM5482543v1/GCA_054825435.1_ASM5482543v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/435/GCA_054825435.1_ASM5482543v1/GCA_054825435.1_ASM5482543v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/435/GCA_054825435.1_ASM5482543v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	JingX1M	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825445.1	ASM5482544v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/445/GCA_054825445.1_ASM5482544v1/GCA_054825445.1_ASM5482544v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/445/GCA_054825445.1_ASM5482544v1/GCA_054825445.1_ASM5482544v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/445/GCA_054825445.1_ASM5482544v1/GCA_054825445.1_ASM5482544v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/445/GCA_054825445.1_ASM5482544v1/GCA_054825445.1_ASM5482544v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/445/GCA_054825445.1_ASM5482544v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	JingX1F	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825455.1	ASM5482545v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/455/GCA_054825455.1_ASM5482545v1/GCA_054825455.1_ASM5482545v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/455/GCA_054825455.1_ASM5482545v1/GCA_054825455.1_ASM5482545v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/455/GCA_054825455.1_ASM5482545v1/GCA_054825455.1_ASM5482545v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/455/GCA_054825455.1_ASM5482545v1/GCA_054825455.1_ASM5482545v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/455/GCA_054825455.1_ASM5482545v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	HongHPM	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825495.1	ASM5482549v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/495/GCA_054825495.1_ASM5482549v1/GCA_054825495.1_ASM5482549v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/495/GCA_054825495.1_ASM5482549v1/GCA_054825495.1_ASM5482549v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/495/GCA_054825495.1_ASM5482549v1/GCA_054825495.1_ASM5482549v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/495/GCA_054825495.1_ASM5482549v1/GCA_054825495.1_ASM5482549v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/495/GCA_054825495.1_ASM5482549v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	FengGuangMGai	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825505.1	ASM5482550v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/505/GCA_054825505.1_ASM5482550v1/GCA_054825505.1_ASM5482550v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/505/GCA_054825505.1_ASM5482550v1/GCA_054825505.1_ASM5482550v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/505/GCA_054825505.1_ASM5482550v1/GCA_054825505.1_ASM5482550v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/505/GCA_054825505.1_ASM5482550v1/GCA_054825505.1_ASM5482550v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/505/GCA_054825505.1_ASM5482550v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	SugarleeHeiZ	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825515.1	ASM5482551v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/515/GCA_054825515.1_ASM5482551v1/GCA_054825515.1_ASM5482551v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/515/GCA_054825515.1_ASM5482551v1/GCA_054825515.1_ASM5482551v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/515/GCA_054825515.1_ASM5482551v1/GCA_054825515.1_ASM5482551v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/515/GCA_054825515.1_ASM5482551v1/GCA_054825515.1_ASM5482551v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/515/GCA_054825515.1_ASM5482551v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	BVRC635688	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825555.1	ASM5482555v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/555/GCA_054825555.1_ASM5482555v1/GCA_054825555.1_ASM5482555v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/555/GCA_054825555.1_ASM5482555v1/GCA_054825555.1_ASM5482555v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/555/GCA_054825555.1_ASM5482555v1/GCA_054825555.1_ASM5482555v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/555/GCA_054825555.1_ASM5482555v1/GCA_054825555.1_ASM5482555v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/555/GCA_054825555.1_ASM5482555v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	Congo	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825565.1	ASM5482556v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/565/GCA_054825565.1_ASM5482556v1/GCA_054825565.1_ASM5482556v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/565/GCA_054825565.1_ASM5482556v1/GCA_054825565.1_ASM5482556v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/565/GCA_054825565.1_ASM5482556v1/GCA_054825565.1_ASM5482556v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/565/GCA_054825565.1_ASM5482556v1/GCA_054825565.1_ASM5482556v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/565/GCA_054825565.1_ASM5482556v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 629105	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825575.1	ASM5482557v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/575/GCA_054825575.1_ASM5482557v1/GCA_054825575.1_ASM5482557v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/575/GCA_054825575.1_ASM5482557v1/GCA_054825575.1_ASM5482557v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/575/GCA_054825575.1_ASM5482557v1/GCA_054825575.1_ASM5482557v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/575/GCA_054825575.1_ASM5482557v1/GCA_054825575.1_ASM5482557v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/575/GCA_054825575.1_ASM5482557v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 635713	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825615.1	ASM5482561v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/615/GCA_054825615.1_ASM5482561v1/GCA_054825615.1_ASM5482561v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/615/GCA_054825615.1_ASM5482561v1/GCA_054825615.1_ASM5482561v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/615/GCA_054825615.1_ASM5482561v1/GCA_054825615.1_ASM5482561v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/615/GCA_054825615.1_ASM5482561v1/GCA_054825615.1_ASM5482561v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/615/GCA_054825615.1_ASM5482561v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	C2	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825625.1	ASM5482562v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/625/GCA_054825625.1_ASM5482562v1/GCA_054825625.1_ASM5482562v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/625/GCA_054825625.1_ASM5482562v1/GCA_054825625.1_ASM5482562v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/625/GCA_054825625.1_ASM5482562v1/GCA_054825625.1_ASM5482562v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/625/GCA_054825625.1_ASM5482562v1/GCA_054825625.1_ASM5482562v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/625/GCA_054825625.1_ASM5482562v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 556994	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825635.1	ASM5482563v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/635/GCA_054825635.1_ASM5482563v1/GCA_054825635.1_ASM5482563v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/635/GCA_054825635.1_ASM5482563v1/GCA_054825635.1_ASM5482563v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/635/GCA_054825635.1_ASM5482563v1/GCA_054825635.1_ASM5482563v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/635/GCA_054825635.1_ASM5482563v1/GCA_054825635.1_ASM5482563v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/635/GCA_054825635.1_ASM5482563v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	PI 635586	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825675.1	ASM5482567v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/675/GCA_054825675.1_ASM5482567v1/GCA_054825675.1_ASM5482567v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/675/GCA_054825675.1_ASM5482567v1/GCA_054825675.1_ASM5482567v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/675/GCA_054825675.1_ASM5482567v1/GCA_054825675.1_ASM5482567v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/675/GCA_054825675.1_ASM5482567v1/GCA_054825675.1_ASM5482567v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/675/GCA_054825675.1_ASM5482567v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	AngDaMu	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825695.1	ASM5482569v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/695/GCA_054825695.1_ASM5482569v1/GCA_054825695.1_ASM5482569v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/695/GCA_054825695.1_ASM5482569v1/GCA_054825695.1_ASM5482569v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/695/GCA_054825695.1_ASM5482569v1/GCA_054825695.1_ASM5482569v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/695/GCA_054825695.1_ASM5482569v1/GCA_054825695.1_ASM5482569v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/695/GCA_054825695.1_ASM5482569v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	BHuangPHR	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825715.1	ASM5482571v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/715/GCA_054825715.1_ASM5482571v1/GCA_054825715.1_ASM5482571v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/715/GCA_054825715.1_ASM5482571v1/GCA_054825715.1_ASM5482571v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/715/GCA_054825715.1_ASM5482571v1/GCA_054825715.1_ASM5482571v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/715/GCA_054825715.1_ASM5482571v1/GCA_054825715.1_ASM5482571v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/715/GCA_054825715.1_ASM5482571v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	L600ChangH	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825735.1	ASM5482573v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/735/GCA_054825735.1_ASM5482573v1/GCA_054825735.1_ASM5482573v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/735/GCA_054825735.1_ASM5482573v1/GCA_054825735.1_ASM5482573v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/735/GCA_054825735.1_ASM5482573v1/GCA_054825735.1_ASM5482573v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/735/GCA_054825735.1_ASM5482573v1/GCA_054825735.1_ASM5482573v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/735/GCA_054825735.1_ASM5482573v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	21TJS5	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825755.1	ASM5482575v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/755/GCA_054825755.1_ASM5482575v1/GCA_054825755.1_ASM5482575v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/755/GCA_054825755.1_ASM5482575v1/GCA_054825755.1_ASM5482575v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/755/GCA_054825755.1_ASM5482575v1/GCA_054825755.1_ASM5482575v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/755/GCA_054825755.1_ASM5482575v1/GCA_054825755.1_ASM5482575v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/755/GCA_054825755.1_ASM5482575v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	21TJS4	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825775.1	ASM5482577v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/775/GCA_054825775.1_ASM5482577v1/GCA_054825775.1_ASM5482577v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/775/GCA_054825775.1_ASM5482577v1/GCA_054825775.1_ASM5482577v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/775/GCA_054825775.1_ASM5482577v1/GCA_054825775.1_ASM5482577v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/775/GCA_054825775.1_ASM5482577v1/GCA_054825775.1_ASM5482577v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/775/GCA_054825775.1_ASM5482577v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	21TJS3	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825795.1	ASM5482579v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/795/GCA_054825795.1_ASM5482579v1/GCA_054825795.1_ASM5482579v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/795/GCA_054825795.1_ASM5482579v1/GCA_054825795.1_ASM5482579v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/795/GCA_054825795.1_ASM5482579v1/GCA_054825795.1_ASM5482579v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/795/GCA_054825795.1_ASM5482579v1/GCA_054825795.1_ASM5482579v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/795/GCA_054825795.1_ASM5482579v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	21TJS2	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825815.1	ASM5482581v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/815/GCA_054825815.1_ASM5482581v1/GCA_054825815.1_ASM5482581v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/815/GCA_054825815.1_ASM5482581v1/GCA_054825815.1_ASM5482581v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/815/GCA_054825815.1_ASM5482581v1/GCA_054825815.1_ASM5482581v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/815/GCA_054825815.1_ASM5482581v1/GCA_054825815.1_ASM5482581v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/815/GCA_054825815.1_ASM5482581v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	21TJS1	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825835.1	ASM5482583v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/835/GCA_054825835.1_ASM5482583v1/GCA_054825835.1_ASM5482583v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/835/GCA_054825835.1_ASM5482583v1/GCA_054825835.1_ASM5482583v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/835/GCA_054825835.1_ASM5482583v1/GCA_054825835.1_ASM5482583v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/835/GCA_054825835.1_ASM5482583v1/GCA_054825835.1_ASM5482583v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/835/GCA_054825835.1_ASM5482583v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	XYY	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825855.1	ASM5482585v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/855/GCA_054825855.1_ASM5482585v1/GCA_054825855.1_ASM5482585v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/855/GCA_054825855.1_ASM5482585v1/GCA_054825855.1_ASM5482585v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/855/GCA_054825855.1_ASM5482585v1/GCA_054825855.1_ASM5482585v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/855/GCA_054825855.1_ASM5482585v1/GCA_054825855.1_ASM5482585v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/855/GCA_054825855.1_ASM5482585v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	JXM	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825875.1	ASM5482587v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/875/GCA_054825875.1_ASM5482587v1/GCA_054825875.1_ASM5482587v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/875/GCA_054825875.1_ASM5482587v1/GCA_054825875.1_ASM5482587v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/875/GCA_054825875.1_ASM5482587v1/GCA_054825875.1_ASM5482587v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/875/GCA_054825875.1_ASM5482587v1/GCA_054825875.1_ASM5482587v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/875/GCA_054825875.1_ASM5482587v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	KQH	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
Citrullus lanatus	watermelon	3654	GCA_054825885.1	ASM5482588v1	Chromosome	NCBI GenBank	NCBI assembly_summary current	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/885/GCA_054825885.1_ASM5482588v1/GCA_054825885.1_ASM5482588v1_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/885/GCA_054825885.1_ASM5482588v1/GCA_054825885.1_ASM5482588v1_genomic.gff.gz	GFF3;GTF	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/885/GCA_054825885.1_ASM5482588v1/GCA_054825885.1_ASM5482588v1_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/885/GCA_054825885.1_ASM5482588v1/GCA_054825885.1_ASM5482588v1_genomic.gtf.gz					https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/825/885/GCA_054825885.1_ASM5482588v1/md5checksums.txt	broader_cultivated; all available assembly/cultivar candidates; URL未逐个预检	QM4kM	PRJNA1272048	Phytozome 暂不下载，仅后续记录可用性	planned	
